load_date,version,year,timeframe,reporting level,month,region,kpi_text,market_type_text,bu,bu_text,leg_cat,leg_cat_text,country,country_text,brand_text,brand_segment_text,sub_category_text,bsp,bsp_text,area,Act,act_ytd,py,py_ytd,rf,rf_ytd,ac
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,EU,Gross Profit (MM) Kgs,Emerging Markets,ANZJT2,ANZ&J,CHOCOLATE,Chocolate,IE,Ireland,Edes,Sweet Biscuit,Biscuits,EUBIBI55C,In-A-Biskit Crackers,UNITED STATES,34.07,27.67,70.4,70.03,27.88,44.82,32.15
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,HQ,Net Revenue,Developed Markets,EU ALL OTHER & HQ,EU All Other & HQ,CHOCOLATE,Chocolate,MX,Mexico,Miscellaneous Meals,Meals Other,Meals,EUBIBI6KB,Snackwell Biscuits Other,ENJOY LIFE,160.71,498.86,422.46,418.31,415.88,378.87,331.26
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,HQ,Operating Income,Emerging Markets,ANZJT2,ANZ&J,BEVERAGES,Beverages,CO,Colombia,Cadbury Purple,Chocolate Other,Chocolate,BSP_06_115_090,Oreo Biscuits,FRBU2,57.05,18.27,36.78,57.58,43.18,64.56,76.32
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,AMEA,Operating Income,Emerging Markets,UKIEBU2,UKI,CANDY,Candy,EHQ,EU HQ,Handi-snacks,Savory Biscuit,Biscuits,EUBIBI55M,Korento - Cookies,EU ALL OTHER & HQ,20.77,43.61,15.42,38.11,28.81,26.06,42.42
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,EU,Net Revenue,Emerging Markets,NWEBU2,NWE,BEVERAGES,Beverages,SV,El Salvador,Nilla,Sweet Biscuit,Biscuits,BSP_06_115_130,Freia Chocobakery,SOUTH EAST ASIA,239.5,135.01,94.11,86.05,90.14,137.98,236.71
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,LA,Net Revenue,Developed Markets,SCO2,S Cone,CANDY,Candy,EXA,Exp to Asia,Barny,Cakes,Cakes and Pastries,EUBIBI55K,Other NUTRITIONAL BARS,UKIE2,187.5,324.37,301.04,312.83,347.4,161.99,172.84
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,AMEA,Volume (MM) Kgs,Emerging Markets,CEEBU2,CEE,BISC&BKDSN,Bisc & Bkd Sn,PA,Panama,Ritz,Savory Biscuit,Biscuits,BSP_06_115_020,Milka Chocobakery,TOTAL CHINA,4.67,21.52,14.08,19.71,3.75,0.89,19.68
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,EU,Operating Income,Developed Markets,DACHBU2,DACH,CHOCOLATE,Chocolate,GR,Greece,Cote d'Or,Chocolate Other,Chocolate,EUBIBI55B,Captains Table Crackers,LA ALL OTHER & HQ,17.03,42.86,57.96,20.13,36.03,38.25,42.34
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,HQ,Operating Income,Developed Markets,UKIEBU2,UKI,NO_CATEGORY,No Category,EG,Egypt,No Product,No Product,No Category,BSP_06_115_130,Freia Chocobakery,ANZ & JAPAN,48.57,34.0,11.45,74.81,77.36,21.4,60.66
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202507,AMEA,Net Revenue,Emerging Markets,DACHBU2,DACH,CHOCOLATE,Chocolate,VN,Vietnam,Snackwell,Biscuit Other,Biscuits,BSP_06_740_090,Cote d'Or Chocobakery,NWACAM2,32.78,33.82,66.67,226.43,250.96,237.76,282.33
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,LA,Gross Profit (MM) Kgs,Emerging Markets,CANADA,Canada,CHOCOLATE,Chocolate,SK,Slovakia,Miscellaneous Biscuit,Biscuit Other,Biscuits,BSP_06_PLN_ADJ,Planning adjustment,AMEA ALL OTHER & HQ,45.56,24.74,46.1,64.71,52.86,49.2,27.92
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,AMEA,Net Revenue,Developed Markets,SEA2,SEA,BEVERAGES,Beverages,SV,El Salvador,Snackwell,Biscuit Other,Biscuits,EUBIBI7FC,Breadsub Others,LA ALL OTHER & HQ,184.07,78.75,153.55,108.19,122.09,168.53,233.3
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,AMEA,Volume (MM) Kgs,Developed Markets,SCO2,S Cone,MEALS,Meals,GR,Greece,Co - Man Flour,Biscuit Other,Biscuits,BSP_06_115_020,Milka Chocobakery,PLBL2,13.89,20.89,25.07,17.53,13.39,29.64,6.26
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,EU,Volume (MM) Kgs,Emerging Markets,WACAMMKTS2,WACAM,PLANNING ADJ,Planning Adj,EL,Enjoy Life,Jacobs,Savory Biscuit,Biscuits,EUBIBI7IA,Cadbury Soft Adults,TATE'S,11.04,14.76,20.66,2.5,20.38,37.78,32.61
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,AMEA,Volume (MM) Kgs,Developed Markets,SCO2,S Cone,BEVERAGES,Beverages,NI,Nicaragua,belVita,Sweet Biscuit,Biscuits,EUBIBI7GC,INTERCO/R&D/HQ OTHER BISCUITS,UKIE2,1.81,1.31,14.53,15.91,4.22,16.39,2.34
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,AMEA,Gross Profit (MM) Kgs,Emerging Markets,DACHBU2,DACH,NO_CATEGORY,No Category,US,USA,Handi-snacks,Savory Biscuit,Biscuits,EUBIBI55L,Cosy - Cookies -Tet,NWACAM2,23.78,51.62,16.02,25.54,21.54,38.44,23.25
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202509,HQ,Volume (MM) Kgs,Emerging Markets,UKIEBU2,UKI,CANDY,Candy,AU,Australia,Miscellaneous Meals,Meals Other,Meals,EUBIBI55J,BALANCE NUTRITIONAL BARS,SWACAM2,48.93,2.19,14.52,4.47,18.11,32.24,15.31
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,HQ,Net Revenue,Emerging Markets,BRT2,Brazil,BISC&BKDSN,Bisc & Bkd Sn,IT,Italy,Barny,Cakes,Cakes and Pastries,EUBIBI7SD,Cadbury Biscuits Other,SOUTH EAST ASIA,90.18,397.87,268.55,82.16,444.92,161.13,198.83
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,AMEA,Gross Profit (MM) Kgs,Developed Markets,SSA2,SSA,BISC&BKDSN,Bisc & Bkd Sn,MX,Mexico,Barny,Cakes,Cakes and Pastries,EUBIBI5CA,LU Caf?-au-Lu Cookies,LA ALL OTHER & HQ,30.6,59.67,36.86,15.89,34.14,17.31,58.05
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202504,LA,Operating Income,Developed Markets,CEEBU2,CEE,NO_CATEGORY,No Category,HN,Honduras,Captains Table,Savory Biscuit,Biscuits,EUBIBI56V,Milka Brownie,BENL2,55.41,49.74,45.87,23.85,37.66,31.68,49.98
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,EU,Net Revenue,Developed Markets,MENAP2,MENAP,BEVERAGES,Beverages,GH,Ghana,In-A-Biskit,Savory Biscuit,Biscuits,BSP_06_115_470,Miscellaneous Chocolate,ITTOT2,161.21,210.37,58.85,275.0,206.73,312.28,321.26
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,AMEA,Gross Profit (MM) Kgs,Developed Markets,CEEBU2,CEE,BISC&BKDSN,Bisc & Bkd Sn,CL,Chile,Chips Ahoy!,Sweet Biscuit,Biscuits,EUBIBIA30,Miscellaneous Chocolate,ME N AFRICA PAKISTAN,25.28,8.96,59.21,33.3,24.67,21.61,33.13
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,AMEA,Operating Income,Emerging Markets,AMEA ALL OTHER & HQ,AMEA All Other & HQ,CHOCOLATE,Chocolate,NL,Netherlands,Miscellaneous Biscuit,Biscuit Other,Biscuits,BSP_06_945_050,Milka Bars,SWACAM2,37.06,42.79,22.7,24.77,34.63,15.52,25.89
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,AMEA,Operating Income,Emerging Markets,BRT2,Brazil,BISC&BKDSN,Bisc & Bkd Sn,MEA,MEA Development Mark,Handi-snacks,Savory Biscuit,Biscuits,EUBIBI5CA,LU Caf?-au-Lu Cookies,NWACAM2,36.04,12.05,41.06,23.33,41.8,36.96,36.79
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,EU,Net Revenue,Developed Markets,UKIEBU2,UKI,BISC&BKDSN,Bisc & Bkd Sn,BO,Bolivia,Oreo,Sweet Biscuit,Biscuits,EUBIBI14Z,Enjoy Life Bars,ITTOT2,243.61,150.6,234.57,398.22,275.77,103.35,78.65
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,AMEA,Operating Income,Developed Markets,ANZJT2,ANZ&J,BISC&BKDSN,Bisc & Bkd Sn,LHQ,LA HQ,Enjoy Life,Biscuit Other,Biscuits,No_Product,No Product,ENJOY LIFE,8.71,28.83,7.36,17.2,24.83,39.0,47.81
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,LA,Operating Income,Developed Markets,SEA2,SEA,CHOCOLATE,Chocolate,PA,Panama,Handi-snacks,Savory Biscuit,Biscuits,EUBIBIA39,Miscellaneous Ref. Bev.,MDLZ HQ,50.68,30.12,4.7,16.44,27.6,10.42,47.58
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,HQ,Net Revenue,Developed Markets,MXT2,Mexico,CHOCOLATE,Chocolate,NO,Norway,LU,Sweet Biscuit,Biscuits,EUBIBI13J,Barny - Goldilocks,BENL2,166.07,312.55,490.4,289.18,284.27,85.86,274.3
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,EU,Net Revenue,Emerging Markets,ANZJT2,ANZ&J,BISC&BKDSN,Bisc & Bkd Sn,GR,Greece,Easy Cheese,Savory Biscuit,Biscuits,BSP_06_945_050,Milka Bars,TATE'S,349.0,177.47,393.64,164.44,114.56,62.83,394.51
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,LA,Gross Profit (MM) Kgs,Emerging Markets,NWEBU2,NWE,PLANNING ADJ,Planning Adj,PR,Puerto Rico,Miscellaneous Ref. Bev.,Ref Bev Other,Beverages,EUBIBI55O,Kinh Do Wafer,CZSKHU2,18.74,60.46,49.4,10.77,67.44,49.02,69.98
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,AMEA,Operating Income,Emerging Markets,EU ALL OTHER & HQ,EU All Other & HQ,PLANNING ADJ,Planning Adj,SK,Slovakia,TUC,Savory Biscuit,Biscuits,EUBIBIA30,Miscellaneous Chocolate,ME N AFRICA PAKISTAN,36.42,44.18,32.88,30.11,15.03,36.3,33.54
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,AMEA,Net Revenue,Developed Markets,ANZJT2,ANZ&J,CHOCOLATE,Chocolate,EAF,Eastern Africa,Miscellaneous Chocolate,Chocolate Other,Chocolate,EUBIBI56V,Milka Brownie,NWACAM2,164.74,106.04,71.17,59.03,296.57,184.31,158.09
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,LA,Operating Income,Emerging Markets,MDLZ HQ,MDLZ HQ,CANDY,Candy,CN,China,Edes,Sweet Biscuit,Biscuits,EUBIBI6LF,Freia Chocobakery,ANZ & JAPAN,32.45,29.93,21.8,10.57,19.3,52.91,43.2
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,HQ,Operating Income,Developed Markets,NWEBU2,NWE,BEVERAGES,Beverages,EHQ,EU HQ,Miscellaneous Biscuit,Biscuit Other,Biscuits,EUBIBI55F,Cadbury Chocolate Biscuits,AMEA ALL OTHER & HQ,60.46,13.06,63.29,58.92,18.4,70.69,64.42
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202504,EU,Net Revenue,Developed Markets,SEA2,SEA,PLANNING ADJ,Planning Adj,CN,China,Milka,Chocolate Other,Chocolate,EUBIBI13G,Gyori Edes Biscuits,BENL2,143.94,322.38,268.8,58.49,107.85,68.85,237.5
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,EU,Net Revenue,Developed Markets,FRBU2,France,NO_CATEGORY,No Category,LAC,Exp LA to Caribbean,Enjoy Life,Biscuit Other,Biscuits,BSP_06_PLN_ADJ,Planning adjustment,WTRDTT2,154.45,297.01,93.86,225.55,296.44,46.48,128.89
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,LA,Operating Income,Emerging Markets,NWEBU2,NWE,PLANNING ADJ,Planning Adj,EG,Egypt,Freia/Marabou,Chocolate Other,Chocolate,EUBIBI15E,Milka Bars,LA ALL OTHER & HQ,35.6,20.06,28.98,17.3,15.85,48.09,29.79
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,AMEA,Net Revenue,Developed Markets,NA VENTURES,NA Ventures,CHOCOLATE,Chocolate,BO,Bolivia,Korona,Cakes,Cakes and Pastries,EUBIBI6DA,LU Fanipala,MDLZ HQ,294.81,270.91,264.83,155.31,273.46,146.6,39.33
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202509,LA,Net Revenue,Emerging Markets,SSA2,SSA,BEVERAGES,Beverages,CR,Costa Rica,No Product,No Product,No Category,EUBIBI56I,Fontaneda Sugar Free - Biscuits,UKIE2,86.96,185.39,260.38,231.54,157.17,165.06,300.32
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,LA,Volume (MM) Kgs,Developed Markets,TOTAL UNITED STATES,United States,PLANNING ADJ,Planning Adj,JP,Japan,Miscellaneous Chocolate,Chocolate Other,Chocolate,EUBIBI56W,Ritz Crackers/Sav,MEXICO,19.18,23.05,6.21,3.98,27.02,2.06,15.67
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,HQ,Gross Profit (MM) Kgs,Developed Markets,DACHBU2,DACH,MEALS,Meals,CL,Chile,Freia/Marabou,Chocolate Other,Chocolate,EUBIBI5KA,LU Oxford,ITTOT2,35.39,61.17,54.89,75.44,17.19,87.33,87.74
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,HQ,Net Revenue,Developed Markets,EU ALL OTHER & HQ,EU All Other & HQ,BISC&BKDSN,Bisc & Bkd Sn,BAL,Baltics,Planning adjustment,Planning Adjustment,Planning Adj,BSP_06_115_020,Milka Chocobakery,PLBL2,212.44,92.11,166.14,353.38,151.17,60.26,59.43
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202507,EU,Operating Income,Emerging Markets,UKIEBU2,UKI,BISC&BKDSN,Bisc & Bkd Sn,EG,Egypt,Snackwell,Biscuit Other,Biscuits,BSP_06_115_230,Snackwell Biscuits Other,WACAMHQ,48.47,27.17,55.62,30.75,57.65,46.24,18.61
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Net Revenue,Emerging Markets,LA ALL OTHER & HQ,LA All Other & HQ,NO_CATEGORY,No Category,AT,Austria,U'Guan,Sweet Biscuit,Biscuits,EUBIBI7SD,Cadbury Biscuits Other,NWACAM2,56.08,47.75,314.93,312.89,216.78,210.36,378.45
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,LA,Operating Income,Developed Markets,MENAP2,MENAP,BISC&BKDSN,Bisc & Bkd Sn,CR,Costa Rica,Handi-snacks,Savory Biscuit,Biscuits,EUBIBI6CA,Cote d'Or Chocobakery,UKIE2,18.84,40.33,7.85,22.13,19.7,31.5,36.37
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,AMEA,Net Revenue,Emerging Markets,NA VENTURES,NA Ventures,CANDY,Candy,TRX,EU Expansion Busines,Miscellaneous Meals,Meals Other,Meals,EUBIBIA04,Miscellaneous Meals,MEXICO,41.06,92.75,44.36,200.95,136.72,152.01,85.46
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,HQ,Net Revenue,Developed Markets,AMEA ALL OTHER & HQ,AMEA All Other & HQ,BEVERAGES,Beverages,LHQ,LA HQ,belVita,Sweet Biscuit,Biscuits,EUBIBI5RA,TUC Crackers/Sav,SWACAM2,95.43,285.29,324.89,113.42,320.63,258.43,68.71
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,LA,Volume (MM) Kgs,Emerging Markets,UKIEBU2,UKI,BISC&BKDSN,Bisc & Bkd Sn,SK,Slovakia,JoyFills,Sweet Biscuit,Biscuits,EUBIBI5LA,LU CARNEVAL - BISCUITS,LA ALL OTHER & HQ,29.14,29.17,28.77,11.3,22.4,28.09,5.8
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202507,LA,Net Revenue,Developed Markets,CEEBU2,CEE,BEVERAGES,Beverages,US,USA,Cadbury Purple,Chocolate Other,Chocolate,BSP_06_945_050,Milka Bars,ITTOT2,119.75,73.74,283.53,283.16,125.52,204.31,163.33
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,AMEA,Volume (MM) Kgs,Developed Markets,EU ALL OTHER & HQ,EU All Other & HQ,CHOCOLATE,Chocolate,PH,Philippines,Miscellaneous Biscuit,Biscuit Other,Biscuits,EUBIBIA39,Miscellaneous Ref. Bev.,NWACAM2,7.01,5.82,2.35,23.88,8.51,9.24,13.49
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202506,AMEA,Gross Profit (MM) Kgs,Emerging Markets,MENAP2,MENAP,PLANNING ADJ,Planning Adj,UK,United Kingdom,Nilla,Sweet Biscuit,Biscuits,BSP_06_115_020,Milka Chocobakery,UNITED STATES,30.2,59.93,41.5,32.48,40.89,50.89,43.39
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,AMEA,Net Revenue,Emerging Markets,FRBU2,France,NO_CATEGORY,No Category,GH,Ghana,Co - Man Flour,Biscuit Other,Biscuits,EUBIBI7HC,OVH OTHER BISCUITS,CANADA,173.86,222.68,76.55,180.19,98.17,230.22,108.21
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,AMEA,Net Revenue,Emerging Markets,WACAMMKTS2,WACAM,CANDY,Candy,SE,Sweden,JoyFills,Sweet Biscuit,Biscuits,EUBIBIA39,Miscellaneous Ref. Bev.,SOUTH EAST ASIA,142.77,68.66,68.8,177.36,260.3,183.59,293.89
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,LA,Volume (MM) Kgs,Emerging Markets,WACAMMKTS2,WACAM,BISC&BKDSN,Bisc & Bkd Sn,SK,Slovakia,Barny,Cakes,Cakes and Pastries,EUBIBI7SD,Cadbury Biscuits Other,SWACAM2,3.53,29.39,20.2,2.74,29.29,22.02,32.26
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,EU,Volume (MM) Kgs,Developed Markets,LA ALL OTHER & HQ,LA All Other & HQ,CANDY,Candy,CA,Canada,Korona,Cakes,Cakes and Pastries,BSP_06_115_070,Oreo Biscuits,LA ALL OTHER & HQ,10.2,20.08,3.82,23.68,17.14,22.06,3.54
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,HQ,Net Revenue,Emerging Markets,CEEBU2,CEE,PLANNING ADJ,Planning Adj,NG,Nigeria,U'Guan,Sweet Biscuit,Biscuits,EUBIBI7SD,Cadbury Biscuits Other,FRBU2,285.19,249.38,334.21,122.8,319.83,131.23,112.93
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202504,LA,Net Revenue,Developed Markets,MXT2,Mexico,MEALS,Meals,BAL,Baltics,JoyFills,Sweet Biscuit,Biscuits,EUBIBI55K,Other NUTRITIONAL BARS,UNITED STATES,121.09,296.26,71.33,69.39,329.64,186.88,112.72
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202512,LA,Volume (MM) Kgs,Developed Markets,SSA2,SSA,CHOCOLATE,Chocolate,AHQ,AMEA HQ,Nilla,Sweet Biscuit,Biscuits,EUBIBI13H,Korona Cakes,ENJOY LIFE,5.04,26.66,16.97,6.07,13.53,33.14,25.86
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,HQ,Net Revenue,Developed Markets,AMEA ALL OTHER & HQ,AMEA All Other & HQ,NO_CATEGORY,No Category,SG,Singapore,Miscellaneous Meals,Meals Other,Meals,EUBIBI56M,Chips Ahoy! Biscuits,CZSKHU2,357.3,490.0,165.57,372.0,257.84,256.46,443.05
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,AMEA,Volume (MM) Kgs,Emerging Markets,AMEA ALL OTHER & HQ,AMEA All Other & HQ,NO_CATEGORY,No Category,MHQ,MDLZ HQ,No Product,No Product,No Category,EUBIBI6JB,LU Jaffa Cake,BRAZIL,3.13,19.18,14.43,18.24,16.13,18.59,5.5
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Volume (MM) Kgs,Developed Markets,EU ALL OTHER & HQ,EU All Other & HQ,BISC&BKDSN,Bisc & Bkd Sn,BG,Bulgaria,Handi-snacks,Savory Biscuit,Biscuits,EUBIBI55J,BALANCE NUTRITIONAL BARS,EU ALL OTHER & HQ,17.54,22.42,25.99,22.9,10.75,37.95,5.86
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,HQ,Net Revenue,Emerging Markets,DACHBU2,DACH,PLANNING ADJ,Planning Adj,ES,Spain,Barny,Cakes,Cakes and Pastries,EUBIBI9ZZ,Cadbury Soft Cakes,WTRDTT2,421.39,194.39,317.9,219.22,71.18,480.87,123.42
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,HQ,Gross Profit (MM) Kgs,Developed Markets,DACHBU2,DACH,CHOCOLATE,Chocolate,NI,Nicaragua,Freia/Marabou,Chocolate Other,Chocolate,EUBIBI5AA,LU Prince Sandwich,ME N AFRICA PAKISTAN,36.15,16.51,64.19,60.25,90.77,47.72,47.23
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,LA,Volume (MM) Kgs,Emerging Markets,MENAP2,MENAP,CHOCOLATE,Chocolate,WTR,World Travel Retail,Miscellaneous Ref. Bev.,Ref Bev Other,Beverages,BSP_06_115_070,Oreo Biscuits,ANZ & JAPAN,6.02,19.04,25.35,10.3,13.71,10.21,22.49
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202507,LA,Volume (MM) Kgs,Developed Markets,MDLZ HQ,MDLZ HQ,CANDY,Candy,MHQ,MDLZ HQ,Miscellaneous Biscuit,Biscuit Other,Biscuits,EUBIBI7IA,Cadbury Soft Adults,EUEXPTT2,28.33,24.63,3.1,24.55,26.4,5.69,12.85
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,AMEA,Net Revenue,Developed Markets,DACHBU2,DACH,MEALS,Meals,NI,Nicaragua,LU,Sweet Biscuit,Biscuits,EUBIBI55I,BACK-TO-NATURE - NATURAL/ORGANIC BISCUITS,PLBL2,254.89,265.56,232.28,163.68,94.17,223.46,249.76
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202502,AMEA,Gross Profit (MM) Kgs,Developed Markets,DACHBU2,DACH,NO_CATEGORY,No Category,PH,Philippines,Ritz,Savory Biscuit,Biscuits,EUBIBI56I,Fontaneda Sugar Free - Biscuits,ENJOY LIFE,56.3,40.5,53.79,48.0,57.95,41.66,54.42
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202511,LA,Operating Income,Emerging Markets,LA ALL OTHER & HQ,LA All Other & HQ,MEALS,Meals,EG,Egypt,No Product,No Product,No Category,EUBIBI7FC,Breadsub Others,CANADA,48.79,36.42,54.22,33.12,11.12,52.19,7.16
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,LA,Net Revenue,Emerging Markets,GCNTOT2,Total China,NO_CATEGORY,No Category,WTR,World Travel Retail,JoyFills,Sweet Biscuit,Biscuits,EUBIBI5LA,LU CARNEVAL - BISCUITS,CZSKHU2,50.6,318.61,164.71,101.63,187.73,63.48,74.27
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,EU,Volume (MM) Kgs,Emerging Markets,FRBU2,France,BEVERAGES,Beverages,PR,Puerto Rico,Prince,Sweet Biscuit,Biscuits,EUBIBI56V,Milka Brownie,WACAMHQ,19.14,8.56,6.21,30.74,35.76,29.82,38.09
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202509,EU,Operating Income,Developed Markets,AMEA ALL OTHER & HQ,AMEA All Other & HQ,BISC&BKDSN,Bisc & Bkd Sn,TH,Thailand,Pacific,Savory Biscuit,Biscuits,EUBIBI55M,Korento - Cookies,AMEA ALL OTHER & HQ,59.93,27.79,58.13,15.05,5.86,33.96,55.88
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202505,EU,Volume (MM) Kgs,Emerging Markets,LA ALL OTHER & HQ,LA All Other & HQ,NO_CATEGORY,No Category,IT,Italy,Easy Cheese,Savory Biscuit,Biscuits,EUBIBI13F,Jacob's Crackers,SUB SAHARAN AFRICA,9.14,23.85,35.43,21.71,20.67,30.7,14.17
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,LA,Volume (MM) Kgs,Emerging Markets,TOTAL UNITED STATES,United States,CANDY,Candy,HK,Hong Kong,Miscellaneous Candy,Candy Other,Candy,EUBIBI56M,Chips Ahoy! Biscuits,SUB SAHARAN AFRICA,19.8,29.2,30.64,1.3,23.04,12.85,15.07
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,LA,Gross Profit (MM) Kgs,Developed Markets,EU ALL OTHER & HQ,EU All Other & HQ,NO_CATEGORY,No Category,ES,Spain,Ritz,Savory Biscuit,Biscuits,EUBIBIA47,Miscellaneous Candy,EUEXPTT2,15.43,45.04,14.48,15.62,14.09,58.58,27.25
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202508,HQ,Gross Profit (MM) Kgs,Emerging Markets,WACAMMKTS2,WACAM,NO_CATEGORY,No Category,BAL,Baltics,Co - Man Flour,Biscuit Other,Biscuits,EUBIBI5LA,LU CARNEVAL - BISCUITS,ANZ & JAPAN,60.76,20.87,52.42,63.27,69.73,62.4,42.82
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202503,EU,Net Revenue,Developed Markets,GCNTOT2,Total China,CHOCOLATE,Chocolate,LAC,Exp LA to Caribbean,Cadbury Purple,Chocolate Other,Chocolate,BSP_06_945_050,Milka Bars,ITTOT2,137.75,310.53,129.69,250.61,231.48,78.15,312.19
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202507,LA,Volume (MM) Kgs,Emerging Markets,CEEBU2,CEE,CHOCOLATE,Chocolate,BAL,Baltics,Ritz,Savory Biscuit,Biscuits,EUBIBI14Y,McVities Digestive Crackers,LA ALL OTHER & HQ,29.23,31.71,3.56,30.71,24.77,20.93,10.62
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202510,LA,Net Revenue,Developed Markets,ANZJT2,ANZ&J,BISC&BKDSN,Bisc & Bkd Sn,MY,Malaysia,Barny,Cakes,Cakes and Pastries,EUBIBI6JB,LU Jaffa Cake,SUB SAHARAN AFRICA,238.84,267.82,348.91,80.23,325.05,153.21,137.58
2025-07-01 00:00:00,public.RF08,2025,MON,RL0007XX,202501,EU,Volume (MM) Kgs,Developed Markets,MENAP2,MENAP,MEALS,Meals,SE,Sweden,Cote d'Or,Chocolate Other,Chocolate,BSP_06_740_090,Cote d'Or Chocobakery,UKIE2,5.09,35.66,18.24,27.34,24.68,12.51,19.18
